dt,averagetemperature,averagetemperatureuncertainty,city,country,latitude,longitude
1972-07-01,27.819000000000006,0.741,Dakar,Senegal,15.27N,17.50W
1972-08-01,28.646,0.4270000000000001,Dakar,Senegal,15.27N,17.50W
1976-07-01,28.013,0.301,Dakar,Senegal,15.27N,17.50W
1976-08-01,28.769,0.306,Dakar,Senegal,15.27N,17.50W
1980-07-01,27.709,0.588,Dakar,Senegal,15.27N,17.50W
1980-08-01,28.366,0.495,Dakar,Senegal,15.27N,17.50W
1984-07-01,27.886999999999997,0.406,Dakar,Senegal,15.27N,17.50W
1984-08-01,28.726999999999997,0.5529999999999999,Dakar,Senegal,15.27N,17.50W
1988-07-01,28.166,0.327,Dakar,Senegal,15.27N,17.50W
1988-08-01,28.289,0.322,Dakar,Senegal,15.27N,17.50W
1992-07-01,27.601000000000006,0.355,Dakar,Senegal,15.27N,17.50W
1992-08-01,28.622,0.513,Dakar,Senegal,15.27N,17.50W
1996-07-01,28.42,0.32,Dakar,Senegal,15.27N,17.50W
1996-08-01,28.793000000000006,0.371,Dakar,Senegal,15.27N,17.50W
2000-07-01,28.026999999999997,0.604,Dakar,Senegal,15.27N,17.50W
2000-08-01,28.511000000000006,1.088,Dakar,Senegal,15.27N,17.50W
2004-07-01,28.052,0.4,Dakar,Senegal,15.27N,17.50W
2004-08-01,28.858,0.454,Dakar,Senegal,15.27N,17.50W
2008-07-01,28.399,0.463,Dakar,Senegal,15.27N,17.50W
2008-08-01,28.533,0.35200000000000004,Dakar,Senegal,15.27N,17.50W
2012-07-01,28.42,0.338,Dakar,Senegal,15.27N,17.50W
2012-08-01,28.872,0.468,Dakar,Senegal,15.27N,17.50W
1920-07-01,24.499000000000002,0.376,Dalian,China,39.38N,120.69E
1920-08-01,24.534,0.573,Dalian,China,39.38N,120.69E
1924-07-01,22.785,0.243,Dalian,China,39.38N,120.69E
1924-08-01,24.862,0.476,Dalian,China,39.38N,120.69E
1928-07-01,23.658,0.238,Dalian,China,39.38N,120.69E
1928-08-01,23.771,0.37,Dalian,China,39.38N,120.69E
1932-07-01,23.876,0.23,Dalian,China,39.38N,120.69E
1932-08-01,24.224,0.4970000000000001,Dalian,China,39.38N,120.69E
1936-07-01,23.328000000000003,0.324,Dalian,China,39.38N,120.69E
1936-08-01,23.403,0.271,Dalian,China,39.38N,120.69E
1948-07-01,23.291,0.43,Dalian,China,39.38N,120.69E
1948-08-01,24.839,0.244,Dalian,China,39.38N,120.69E
1952-07-01,24.273000000000003,0.387,Dalian,China,39.38N,120.69E
1952-08-01,23.805999999999997,0.348,Dalian,China,39.38N,120.69E
1956-07-01,23.67,0.271,Dalian,China,39.38N,120.69E
1956-08-01,23.785,0.234,Dalian,China,39.38N,120.69E
1960-07-01,23.452,0.238,Dalian,China,39.38N,120.69E
1960-08-01,23.669,0.42,Dalian,China,39.38N,120.69E
1964-07-01,22.805999999999997,0.307,Dalian,China,39.38N,120.69E
1964-08-01,23.941,0.382,Dalian,China,39.38N,120.69E
1968-07-01,24.274,0.442,Dalian,China,39.38N,120.69E
1968-08-01,23.654,0.237,Dalian,China,39.38N,120.69E
1972-07-01,23.831,0.242,Dalian,China,39.38N,120.69E
1972-08-01,22.654,0.299,Dalian,China,39.38N,120.69E
1976-07-01,21.369,0.316,Dalian,China,39.38N,120.69E
1976-08-01,22.272,0.173,Dalian,China,39.38N,120.69E
1980-07-01,22.896,0.238,Dalian,China,39.38N,120.69E
1980-08-01,22.7,0.279,Dalian,China,39.38N,120.69E
1984-07-01,23.34,0.311,Dalian,China,39.38N,120.69E
1984-08-01,24.128,0.239,Dalian,China,39.38N,120.69E
1988-07-01,23.316,0.2,Dalian,China,39.38N,120.69E
1988-08-01,24.04,0.151,Dalian,China,39.38N,120.69E
1992-07-01,24.037,0.293,Dalian,China,39.38N,120.69E
1992-08-01,23.655,0.184,Dalian,China,39.38N,120.69E
1996-07-01,22.643,0.301,Dalian,China,39.38N,120.69E
1996-08-01,23.01,0.14800000000000002,Dalian,China,39.38N,120.69E
2000-07-01,25.579,0.316,Dalian,China,39.38N,120.69E
2000-08-01,24.945999999999998,0.188,Dalian,China,39.38N,120.69E
2004-07-01,23.502,0.343,Dalian,China,39.38N,120.69E
2004-08-01,23.320999999999998,0.161,Dalian,China,39.38N,120.69E
2008-07-01,23.737,0.362,Dalian,China,39.38N,120.69E
2008-08-01,24.088,0.409,Dalian,China,39.38N,120.69E
2012-07-01,24.035,0.65,Dalian,China,39.38N,120.69E
2012-08-01,24.281999999999996,0.6709999999999999,Dalian,China,39.38N,120.69E
1920-07-01,23.04,0.52,Dar Es Salaam,Tanzania,7.23S,39.73E
1920-08-01,23.092,0.58,Dar Es Salaam,Tanzania,7.23S,39.73E
1924-07-01,23.158,0.326,Dar Es Salaam,Tanzania,7.23S,39.73E
1924-08-01,23.123,0.3720000000000001,Dar Es Salaam,Tanzania,7.23S,39.73E
1928-07-01,23.063000000000002,0.355,Dar Es Salaam,Tanzania,7.23S,39.73E
1928-08-01,23.059,0.247,Dar Es Salaam,Tanzania,7.23S,39.73E
1932-07-01,23.398000000000003,0.531,Dar Es Salaam,Tanzania,7.23S,39.73E
1932-08-01,23.664,0.43,Dar Es Salaam,Tanzania,7.23S,39.73E
1936-07-01,23.701,0.476,Dar Es Salaam,Tanzania,7.23S,39.73E
1936-08-01,23.299,0.441,Dar Es Salaam,Tanzania,7.23S,39.73E
1948-07-01,23.778000000000002,0.325,Dar Es Salaam,Tanzania,7.23S,39.73E
1948-08-01,23.518,0.25,Dar Es Salaam,Tanzania,7.23S,39.73E
1952-07-01,23.99,0.341,Dar Es Salaam,Tanzania,7.23S,39.73E
1952-08-01,23.686,0.251,Dar Es Salaam,Tanzania,7.23S,39.73E
1956-07-01,23.116,0.446,Dar Es Salaam,Tanzania,7.23S,39.73E
1956-08-01,23.519000000000002,0.308,Dar Es Salaam,Tanzania,7.23S,39.73E
1960-07-01,23.582,0.185,Dar Es Salaam,Tanzania,7.23S,39.73E
1960-08-01,23.438000000000002,0.42,Dar Es Salaam,Tanzania,7.23S,39.73E
1964-07-01,23.094,0.368,Dar Es Salaam,Tanzania,7.23S,39.73E
1964-08-01,23.441999999999997,0.354,Dar Es Salaam,Tanzania,7.23S,39.73E
1968-07-01,23.551,0.321,Dar Es Salaam,Tanzania,7.23S,39.73E
1968-08-01,23.4,0.267,Dar Es Salaam,Tanzania,7.23S,39.73E
1972-07-01,23.952,0.318,Dar Es Salaam,Tanzania,7.23S,39.73E
1972-08-01,23.901999999999997,0.252,Dar Es Salaam,Tanzania,7.23S,39.73E
1976-07-01,23.645,0.387,Dar Es Salaam,Tanzania,7.23S,39.73E
1976-08-01,23.65,0.203,Dar Es Salaam,Tanzania,7.23S,39.73E
1980-07-01,24.259,0.575,Dar Es Salaam,Tanzania,7.23S,39.73E
1980-08-01,23.936,0.369,Dar Es Salaam,Tanzania,7.23S,39.73E
1984-07-01,23.634,0.506,Dar Es Salaam,Tanzania,7.23S,39.73E
1984-08-01,22.975,0.509,Dar Es Salaam,Tanzania,7.23S,39.73E
1988-07-01,24.521,0.188,Dar Es Salaam,Tanzania,7.23S,39.73E
1988-08-01,24.649,0.328,Dar Es Salaam,Tanzania,7.23S,39.73E
1992-07-01,23.842,0.217,Dar Es Salaam,Tanzania,7.23S,39.73E
1992-08-01,23.605,0.241,Dar Es Salaam,Tanzania,7.23S,39.73E
1996-07-01,23.958000000000002,0.45,Dar Es Salaam,Tanzania,7.23S,39.73E
1996-08-01,23.645,0.324,Dar Es Salaam,Tanzania,7.23S,39.73E
2000-07-01,24.088,0.21600000000000005,Dar Es Salaam,Tanzania,7.23S,39.73E
2000-08-01,24.168000000000003,0.332,Dar Es Salaam,Tanzania,7.23S,39.73E
2004-07-01,24.334,0.5429999999999999,Dar Es Salaam,Tanzania,7.23S,39.73E
2004-08-01,24.114,0.331,Dar Es Salaam,Tanzania,7.23S,39.73E
2008-07-01,24.101999999999997,0.187,Dar Es Salaam,Tanzania,7.23S,39.73E
2008-08-01,24.195,0.298,Dar Es Salaam,Tanzania,7.23S,39.73E
2012-07-01,24.348000000000003,0.541,Dar Es Salaam,Tanzania,7.23S,39.73E
2012-08-01,24.581,0.316,Dar Es Salaam,Tanzania,7.23S,39.73E
1920-07-01,30.154,0.373,Delhi,India,28.13N,77.27E
1920-08-01,29.891,0.414,Delhi,India,28.13N,77.27E
1924-07-01,31.226999999999997,0.495,Delhi,India,28.13N,77.27E
1924-08-01,29.471,0.629,Delhi,India,28.13N,77.27E
1928-07-01,31.326,0.494,Delhi,India,28.13N,77.27E
1928-08-01,30.948,0.652,Delhi,India,28.13N,77.27E
1932-07-01,32.01,0.32,Delhi,India,28.13N,77.27E
1932-08-01,29.548000000000002,0.305,Delhi,India,28.13N,77.27E
1936-07-01,30.244,0.259,Delhi,India,28.13N,77.27E
1936-08-01,29.458000000000002,0.328,Delhi,India,28.13N,77.27E
1948-07-01,31.375999999999998,0.257,Delhi,India,28.13N,77.27E
1948-08-01,29.27,0.516,Delhi,India,28.13N,77.27E
1952-07-01,31.112,0.373,Delhi,India,28.13N,77.27E
1952-08-01,29.293000000000003,0.232,Delhi,India,28.13N,77.27E
1956-07-01,29.918000000000003,0.505,Delhi,India,28.13N,77.27E
1956-08-01,29.429000000000002,0.32,Delhi,India,28.13N,77.27E
1960-07-01,31.258000000000003,0.34700000000000003,Delhi,India,28.13N,77.27E
1960-08-01,29.732,0.524,Delhi,India,28.13N,77.27E
1964-07-01,29.906,0.892,Delhi,India,28.13N,77.27E
1964-08-01,29.965,0.465,Delhi,India,28.13N,77.27E
1968-07-01,30.596999999999998,0.59,Delhi,India,28.13N,77.27E
1968-08-01,29.735,0.376,Delhi,India,28.13N,77.27E
1972-07-01,32.024,0.46,Delhi,India,28.13N,77.27E
1972-08-01,29.59,0.28800000000000003,Delhi,India,28.13N,77.27E
1976-07-01,31.146,0.423,Delhi,India,28.13N,77.27E
1976-08-01,28.723000000000003,0.4,Delhi,India,28.13N,77.27E
1980-07-01,30.361,0.524,Delhi,India,28.13N,77.27E
1980-08-01,30.381,0.254,Delhi,India,28.13N,77.27E
1984-07-01,30.796999999999997,0.336,Delhi,India,28.13N,77.27E
1984-08-01,29.75,0.314,Delhi,India,28.13N,77.27E
1988-07-01,30.531999999999996,0.376,Delhi,India,28.13N,77.27E
1988-08-01,29.636,0.457,Delhi,India,28.13N,77.27E
1992-07-01,31.346999999999998,0.5870000000000001,Delhi,India,28.13N,77.27E
1992-08-01,29.763,0.188,Delhi,India,28.13N,77.27E
1996-07-01,31.554000000000002,0.209,Delhi,India,28.13N,77.27E
1996-08-01,29.36,0.28300000000000003,Delhi,India,28.13N,77.27E
2000-07-01,30.925,0.43,Delhi,India,28.13N,77.27E
2000-08-01,30.687,0.27,Delhi,India,28.13N,77.27E
2004-07-01,32.816,0.7290000000000001,Delhi,India,28.13N,77.27E
2004-08-01,29.993000000000002,0.229,Delhi,India,28.13N,77.27E
2008-07-01,30.918000000000003,0.217,Delhi,India,28.13N,77.27E
2008-08-01,29.868000000000002,0.27,Delhi,India,28.13N,77.27E
2012-07-01,32.448,0.4320000000000001,Delhi,India,28.13N,77.27E
2012-08-01,29.833000000000002,0.508,Delhi,India,28.13N,77.27E
1920-07-01,28.82,0.332,Dhaka,Bangladesh,23.31N,90.00E
1920-08-01,28.608,0.274,Dhaka,Bangladesh,23.31N,90.00E
1924-07-01,28.601,0.326,Dhaka,Bangladesh,23.31N,90.00E
1924-08-01,28.62,0.359,Dhaka,Bangladesh,23.31N,90.00E
1928-07-01,28.501,0.204,Dhaka,Bangladesh,23.31N,90.00E
1928-08-01,28.706999999999997,0.229,Dhaka,Bangladesh,23.31N,90.00E
1932-07-01,28.298000000000002,0.272,Dhaka,Bangladesh,23.31N,90.00E
1932-08-01,28.523000000000003,0.258,Dhaka,Bangladesh,23.31N,90.00E
1936-07-01,28.595,0.128,Dhaka,Bangladesh,23.31N,90.00E
1936-08-01,28.728,0.215,Dhaka,Bangladesh,23.31N,90.00E
1948-07-01,28.665,0.385,Dhaka,Bangladesh,23.31N,90.00E
1948-08-01,28.701,0.45,Dhaka,Bangladesh,23.31N,90.00E
1952-07-01,28.397,0.166,Dhaka,Bangladesh,23.31N,90.00E
1952-08-01,28.816999999999997,0.17800000000000002,Dhaka,Bangladesh,23.31N,90.00E
1956-07-01,28.405,0.128,Dhaka,Bangladesh,23.31N,90.00E
1956-08-01,28.606,0.204,Dhaka,Bangladesh,23.31N,90.00E
1960-07-01,28.156999999999996,0.258,Dhaka,Bangladesh,23.31N,90.00E
1960-08-01,29.119,0.303,Dhaka,Bangladesh,23.31N,90.00E
1964-07-01,27.908,0.343,Dhaka,Bangladesh,23.31N,90.00E
1964-08-01,28.74,0.27,Dhaka,Bangladesh,23.31N,90.00E
1968-07-01,28.466,0.32,Dhaka,Bangladesh,23.31N,90.00E
1968-08-01,28.574,0.28800000000000003,Dhaka,Bangladesh,23.31N,90.00E
1972-07-01,29.092,0.272,Dhaka,Bangladesh,23.31N,90.00E
1972-08-01,28.193,0.419,Dhaka,Bangladesh,23.31N,90.00E
1976-07-01,28.398000000000003,0.304,Dhaka,Bangladesh,23.31N,90.00E
1976-08-01,28.027,0.235,Dhaka,Bangladesh,23.31N,90.00E
1980-07-01,28.816999999999997,0.478,Dhaka,Bangladesh,23.31N,90.00E
1980-08-01,28.968000000000004,0.509,Dhaka,Bangladesh,23.31N,90.00E
1984-07-01,28.26,0.27,Dhaka,Bangladesh,23.31N,90.00E
1984-08-01,28.667,0.259,Dhaka,Bangladesh,23.31N,90.00E
1988-07-01,28.921,0.257,Dhaka,Bangladesh,23.31N,90.00E
1988-08-01,28.877,0.221,Dhaka,Bangladesh,23.31N,90.00E
1992-07-01,28.345,0.205,Dhaka,Bangladesh,23.31N,90.00E
1992-08-01,28.867,0.099,Dhaka,Bangladesh,23.31N,90.00E
1996-07-01,28.882,0.171,Dhaka,Bangladesh,23.31N,90.00E
1996-08-01,28.386999999999997,0.226,Dhaka,Bangladesh,23.31N,90.00E
2000-07-01,28.825,0.276,Dhaka,Bangladesh,23.31N,90.00E
2000-08-01,29.253,0.321,Dhaka,Bangladesh,23.31N,90.00E
2004-07-01,28.462,0.33,Dhaka,Bangladesh,23.31N,90.00E
2004-08-01,29.161,0.411,Dhaka,Bangladesh,23.31N,90.00E
2008-07-01,28.348000000000003,0.368,Dhaka,Bangladesh,23.31N,90.00E
2008-08-01,28.75,0.18,Dhaka,Bangladesh,23.31N,90.00E
2012-07-01,29.217,0.191,Dhaka,Bangladesh,23.31N,90.00E
2012-08-01,29.456,0.381,Dhaka,Bangladesh,23.31N,90.00E
1920-07-01,18.143,0.588,Durban,South Africa,29.74S,31.38E
1920-08-01,18.709,0.601,Durban,South Africa,29.74S,31.38E
1924-07-01,17.092,0.542,Durban,South Africa,29.74S,31.38E
1924-08-01,17.575,0.614,Durban,South Africa,29.74S,31.38E
1928-07-01,17.953,0.392,Durban,South Africa,29.74S,31.38E
1928-08-01,17.720000000000006,0.458,Durban,South Africa,29.74S,31.38E
1932-07-01,17.503,0.483,Durban,South Africa,29.74S,31.38E
1932-08-01,18.593,0.516,Durban,South Africa,29.74S,31.38E
1936-07-01,18.156,0.46,Durban,South Africa,29.74S,31.38E
1936-08-01,18.691000000000006,0.6459999999999999,Durban,South Africa,29.74S,31.38E
1948-07-01,18.564,0.546,Durban,South Africa,29.74S,31.38E
1948-08-01,19.109,0.384,Durban,South Africa,29.74S,31.38E
1952-07-01,18.502,0.989,Durban,South Africa,29.74S,31.38E
1952-08-01,19.0,0.608,Durban,South Africa,29.74S,31.38E
1956-07-01,18.477,0.328,Durban,South Africa,29.74S,31.38E
1956-08-01,18.752,0.493,Durban,South Africa,29.74S,31.38E
1960-07-01,17.363,0.684,Durban,South Africa,29.74S,31.38E
1960-08-01,19.319000000000006,0.466,Durban,South Africa,29.74S,31.38E
1964-07-01,16.948,0.3720000000000001,Durban,South Africa,29.74S,31.38E
1964-08-01,17.715,0.282,Durban,South Africa,29.74S,31.38E
1968-07-01,18.118,0.328,Durban,South Africa,29.74S,31.38E
1968-08-01,18.191,0.397,Durban,South Africa,29.74S,31.38E
1972-07-01,18.167,0.287,Durban,South Africa,29.74S,31.38E
1972-08-01,17.663,0.459,Durban,South Africa,29.74S,31.38E
1976-07-01,17.863,0.5589999999999999,Durban,South Africa,29.74S,31.38E
1976-08-01,17.379,0.333,Durban,South Africa,29.74S,31.38E
1980-07-01,17.92,0.499,Durban,South Africa,29.74S,31.38E
1980-08-01,19.016,0.276,Durban,South Africa,29.74S,31.38E
1984-07-01,18.33,0.526,Durban,South Africa,29.74S,31.38E
1984-08-01,18.379,0.366,Durban,South Africa,29.74S,31.38E
1988-07-01,18.529,0.35700000000000004,Durban,South Africa,29.74S,31.38E
1988-08-01,19.865,0.445,Durban,South Africa,29.74S,31.38E
1992-07-01,18.892,0.4920000000000001,Durban,South Africa,29.74S,31.38E
1992-08-01,18.402,0.433,Durban,South Africa,29.74S,31.38E
1996-07-01,16.486,0.603,Durban,South Africa,29.74S,31.38E
1996-08-01,17.410999999999998,0.39,Durban,South Africa,29.74S,31.38E
2000-07-01,18.022000000000002,0.5820000000000001,Durban,South Africa,29.74S,31.38E
2000-08-01,19.499,0.74,Durban,South Africa,29.74S,31.38E
2004-07-01,17.008,0.349,Durban,South Africa,29.74S,31.38E
2004-08-01,19.826,0.238,Durban,South Africa,29.74S,31.38E
2008-07-01,18.612,0.639,Durban,South Africa,29.74S,31.38E
2008-08-01,19.404,0.954,Durban,South Africa,29.74S,31.38E
2012-07-01,17.934,1.207,Durban,South Africa,29.74S,31.38E
2012-08-01,20.089,0.594,Durban,South Africa,29.74S,31.38E
1920-07-01,33.303000000000004,1.087,Faisalabad,Pakistan,31.35N,73.51E
1920-08-01,31.325,0.508,Faisalabad,Pakistan,31.35N,73.51E
1924-07-01,33.413999999999994,0.5539999999999999,Faisalabad,Pakistan,31.35N,73.51E
1924-08-01,31.337,0.6809999999999999,Faisalabad,Pakistan,31.35N,73.51E
1928-07-01,33.017,0.318,Faisalabad,Pakistan,31.35N,73.51E
1928-08-01,31.945999999999998,0.37,Faisalabad,Pakistan,31.35N,73.51E
1932-07-01,32.559999999999995,0.32299999999999995,Faisalabad,Pakistan,31.35N,73.51E
1932-08-01,30.947,0.214,Faisalabad,Pakistan,31.35N,73.51E
1936-07-01,32.016,0.445,Faisalabad,Pakistan,31.35N,73.51E
1936-08-01,31.554000000000002,0.413,Faisalabad,Pakistan,31.35N,73.51E
1948-07-01,32.706,0.28300000000000003,Faisalabad,Pakistan,31.35N,73.51E
1948-08-01,30.729,0.203,Faisalabad,Pakistan,31.35N,73.51E
1952-07-01,31.79,0.363,Faisalabad,Pakistan,31.35N,73.51E
1952-08-01,31.256999999999998,0.27,Faisalabad,Pakistan,31.35N,73.51E
1956-07-01,30.555,0.299,Faisalabad,Pakistan,31.35N,73.51E
1956-08-01,30.291,0.308,Faisalabad,Pakistan,31.35N,73.51E
1960-07-01,32.264,0.249,Faisalabad,Pakistan,31.35N,73.51E
1960-08-01,32.162,0.528,Faisalabad,Pakistan,31.35N,73.51E
1964-07-01,31.311,0.205,Faisalabad,Pakistan,31.35N,73.51E
1964-08-01,31.424,0.589,Faisalabad,Pakistan,31.35N,73.51E
1968-07-01,32.253,0.246,Faisalabad,Pakistan,31.35N,73.51E
1968-08-01,31.495,0.434,Faisalabad,Pakistan,31.35N,73.51E
1972-07-01,32.602,0.477,Faisalabad,Pakistan,31.35N,73.51E
1972-08-01,31.226999999999997,0.313,Faisalabad,Pakistan,31.35N,73.51E
1976-07-01,32.404999999999994,0.174,Faisalabad,Pakistan,31.35N,73.51E
1976-08-01,29.526999999999997,0.249,Faisalabad,Pakistan,31.35N,73.51E
1980-07-01,32.373000000000005,0.386,Faisalabad,Pakistan,31.35N,73.51E
1980-08-01,31.851,0.506,Faisalabad,Pakistan,31.35N,73.51E
1984-07-01,31.847999999999995,0.305,Faisalabad,Pakistan,31.35N,73.51E
1984-08-01,31.577,0.442,Faisalabad,Pakistan,31.35N,73.51E
1988-07-01,32.456999999999994,0.387,Faisalabad,Pakistan,31.35N,73.51E
1988-08-01,31.465999999999998,0.294,Faisalabad,Pakistan,31.35N,73.51E
1992-07-01,32.143,0.32299999999999995,Faisalabad,Pakistan,31.35N,73.51E
1992-08-01,31.427,0.26,Faisalabad,Pakistan,31.35N,73.51E
1996-07-01,32.745999999999995,0.337,Faisalabad,Pakistan,31.35N,73.51E
1996-08-01,31.029,0.204,Faisalabad,Pakistan,31.35N,73.51E
2000-07-01,32.302,0.524,Faisalabad,Pakistan,31.35N,73.51E
2000-08-01,32.255,0.378,Faisalabad,Pakistan,31.35N,73.51E
2004-07-01,33.631,0.319,Faisalabad,Pakistan,31.35N,73.51E
2004-08-01,31.688000000000002,0.304,Faisalabad,Pakistan,31.35N,73.51E
2008-07-01,32.904999999999994,0.32,Faisalabad,Pakistan,31.35N,73.51E
2008-08-01,31.183000000000003,0.334,Faisalabad,Pakistan,31.35N,73.51E
2012-07-01,34.235,0.304,Faisalabad,Pakistan,31.35N,73.51E
2012-08-01,31.9,0.478,Faisalabad,Pakistan,31.35N,73.51E
1920-07-01,25.719,0.7509999999999999,Fortaleza,Brazil,4.02S,40.98W
1920-08-01,26.92,0.377,Fortaleza,Brazil,4.02S,40.98W
1924-07-01,24.954,0.365,Fortaleza,Brazil,4.02S,40.98W
1924-08-01,25.750999999999998,0.537,Fortaleza,Brazil,4.02S,40.98W
1928-07-01,26.467,0.415,Fortaleza,Brazil,4.02S,40.98W
1928-08-01,27.159000000000002,0.595,Fortaleza,Brazil,4.02S,40.98W
1932-07-01,27.046,0.629,Fortaleza,Brazil,4.02S,40.98W
1932-08-01,27.763,0.482,Fortaleza,Brazil,4.02S,40.98W
1936-07-01,25.538,2.081,Fortaleza,Brazil,4.02S,40.98W
1936-08-01,27.03,1.338,Fortaleza,Brazil,4.02S,40.98W
1948-07-01,26.239,0.581,Fortaleza,Brazil,4.02S,40.98W
1948-08-01,27.096,0.542,Fortaleza,Brazil,4.02S,40.98W
1952-07-01,26.609,0.4270000000000001,Fortaleza,Brazil,4.02S,40.98W
1952-08-01,27.284000000000002,0.256,Fortaleza,Brazil,4.02S,40.98W
1956-07-01,26.45,0.344,Fortaleza,Brazil,4.02S,40.98W
1956-08-01,26.915,0.306,Fortaleza,Brazil,4.02S,40.98W
1960-07-01,26.444000000000003,1.259,Fortaleza,Brazil,4.02S,40.98W
1960-08-01,27.249000000000002,0.851,Fortaleza,Brazil,4.02S,40.98W
1964-07-01,26.037,0.8959999999999999,Fortaleza,Brazil,4.02S,40.98W
1964-08-01,27.136999999999997,0.987,Fortaleza,Brazil,4.02S,40.98W
1968-07-01,26.066999999999997,0.593,Fortaleza,Brazil,4.02S,40.98W
1968-08-01,27.436999999999998,0.696,Fortaleza,Brazil,4.02S,40.98W
1972-07-01,27.052,0.784,Fortaleza,Brazil,4.02S,40.98W
1972-08-01,27.502,0.407,Fortaleza,Brazil,4.02S,40.98W
1976-07-01,26.765,0.481,Fortaleza,Brazil,4.02S,40.98W
1976-08-01,27.375,0.526,Fortaleza,Brazil,4.02S,40.98W
1980-07-01,26.895,0.465,Fortaleza,Brazil,4.02S,40.98W
1980-08-01,27.673000000000002,0.465,Fortaleza,Brazil,4.02S,40.98W
1984-07-01,26.5,0.421,Fortaleza,Brazil,4.02S,40.98W
1984-08-01,27.34,0.256,Fortaleza,Brazil,4.02S,40.98W
1988-07-01,26.355,0.402,Fortaleza,Brazil,4.02S,40.98W
1988-08-01,27.669,0.486,Fortaleza,Brazil,4.02S,40.98W
1992-07-01,26.873,0.447,Fortaleza,Brazil,4.02S,40.98W
1992-08-01,27.346999999999998,0.904,Fortaleza,Brazil,4.02S,40.98W
1996-07-01,27.043000000000003,0.322,Fortaleza,Brazil,4.02S,40.98W
1996-08-01,27.864,0.203,Fortaleza,Brazil,4.02S,40.98W
2000-07-01,27.006,0.35700000000000004,Fortaleza,Brazil,4.02S,40.98W
2000-08-01,27.680999999999997,0.28600000000000003,Fortaleza,Brazil,4.02S,40.98W
2004-07-01,26.884,0.237,Fortaleza,Brazil,4.02S,40.98W
2004-08-01,28.123,0.249,Fortaleza,Brazil,4.02S,40.98W
2008-07-01,27.025,0.39,Fortaleza,Brazil,4.02S,40.98W
2008-08-01,27.673000000000002,0.51,Fortaleza,Brazil,4.02S,40.98W
2012-07-01,27.975,0.7609999999999999,Fortaleza,Brazil,4.02S,40.98W
2012-08-01,28.51,0.528,Fortaleza,Brazil,4.02S,40.98W
1920-07-01,27.916,0.637,Gizeh,Egypt,29.74N,31.38E
1920-08-01,28.721,0.439,Gizeh,Egypt,29.74N,31.38E
1924-07-01,28.78,0.458,Gizeh,Egypt,29.74N,31.38E
1924-08-01,28.67,0.442,Gizeh,Egypt,29.74N,31.38E
1928-07-01,27.99,0.29600000000000004,Gizeh,Egypt,29.74N,31.38E
1928-08-01,28.846,0.483,Gizeh,Egypt,29.74N,31.38E
1932-07-01,28.736,0.49,Gizeh,Egypt,29.74N,31.38E
1932-08-01,27.87,0.455,Gizeh,Egypt,29.74N,31.38E
1936-07-01,28.738000000000003,0.339,Gizeh,Egypt,29.74N,31.38E
1936-08-01,28.448,0.482,Gizeh,Egypt,29.74N,31.38E
1948-07-01,27.948,0.324,Gizeh,Egypt,29.74N,31.38E
1948-08-01,27.848000000000003,0.331,Gizeh,Egypt,29.74N,31.38E
1952-07-01,28.006,0.255,Gizeh,Egypt,29.74N,31.38E
1952-08-01,29.252,0.32299999999999995,Gizeh,Egypt,29.74N,31.38E
1956-07-01,28.717,0.378,Gizeh,Egypt,29.74N,31.38E
1956-08-01,29.28,0.419,Gizeh,Egypt,29.74N,31.38E
1960-07-01,28.055,0.26,Gizeh,Egypt,29.74N,31.38E
1960-08-01,28.031999999999996,0.451,Gizeh,Egypt,29.74N,31.38E
1964-07-01,27.706999999999997,0.384,Gizeh,Egypt,29.74N,31.38E
1964-08-01,27.897,0.4320000000000001,Gizeh,Egypt,29.74N,31.38E
1968-07-01,29.219,0.318,Gizeh,Egypt,29.74N,31.38E
1968-08-01,28.051,0.302,Gizeh,Egypt,29.74N,31.38E
1972-07-01,27.873,0.261,Gizeh,Egypt,29.74N,31.38E
1972-08-01,28.529,0.203,Gizeh,Egypt,29.74N,31.38E
1976-07-01,27.743000000000002,0.3720000000000001,Gizeh,Egypt,29.74N,31.38E
1976-08-01,26.719,0.301,Gizeh,Egypt,29.74N,31.38E
1980-07-01,28.653000000000002,0.207,Gizeh,Egypt,29.74N,31.38E
1980-08-01,28.183000000000003,0.245,Gizeh,Egypt,29.74N,31.38E
1984-07-01,27.65,0.408,Gizeh,Egypt,29.74N,31.38E
1984-08-01,26.978,0.121,Gizeh,Egypt,29.74N,31.38E
1988-07-01,29.715,0.185,Gizeh,Egypt,29.74N,31.38E
1988-08-01,28.858,0.103,Gizeh,Egypt,29.74N,31.38E
1992-07-01,28.4,0.4,Gizeh,Egypt,29.74N,31.38E
1992-08-01,28.587,0.384,Gizeh,Egypt,29.74N,31.38E
1996-07-01,28.528000000000002,0.713,Gizeh,Egypt,29.74N,31.38E
1996-08-01,28.474,0.168,Gizeh,Egypt,29.74N,31.38E
2000-07-01,29.586,0.439,Gizeh,Egypt,29.74N,31.38E
2000-08-01,28.09,0.421,Gizeh,Egypt,29.74N,31.38E
2004-07-01,29.504,0.285,Gizeh,Egypt,29.74N,31.38E
2004-08-01,28.546,0.268,Gizeh,Egypt,29.74N,31.38E
2008-07-01,29.549,0.201,Gizeh,Egypt,29.74N,31.38E
2008-08-01,29.888,0.479,Gizeh,Egypt,29.74N,31.38E
